# AUTHORS
# 
# (c) 
#     Aleksander Pohl apohllo@o2.pl
#     Jakub Perlinski 
# 
# LICENSE
#
# This work is distributed under Creative Commons Attribution 3.0 Unported (CC BY 3.0).
# http://creativecommons.org/licenses/by/3.0/
# 
# This work is an extension of OpenCyc Knowledge Base distributed under Apache 2.0 license.
# http://www.opencyc.org/license
# 
# Format: Cyc Concept external ID	Polish mapping	Concept name
Mx4rvVjyd5wpEbGdrcN5Y29ycA	Armia Stanów Zjednoczonych	UnitedStatesArmy
Mx4rvViJoJwpEbGdrcN5Y29ycA	Arystoteles	Aristotle
Mx4rv_Yk05wpEbGdrcN5Y29ycA	Bank Rezerwy Federalnej	FederalReserveBank
Mx4rx4hfyHS9EdaAAACgyZzFrg	Baran	Aries-TheSign
Mx4rv8JCQ5wpEbGdrcN5Y29ycA	Baran	Aries-Constellation
Mx4rvVjfiZwpEbGdrcN5Y29ycA	Belg	BelgianPerson
Mx4rvVjvp5wpEbGdrcN5Y29ycA	Bermudy	Bermuda
Mx4rwOG0IJwpEbGdrcN5Y29ycA	Biblia	Bible
Mx4rv-3BC5wpEbGdrcN5Y29ycA	Biuro Służb Strategicznych	OfficeOfStrategicServices-US
Mx4rvVirVJwpEbGdrcN5Y29ycA	Boże Narodzenie	ChristmasHoliday
Mx4rdkH9Ou76EdmAAAACs4vPlg	Bractwo Muzułmańskie	MuslimBrotherhoodOrganization
Mx4rveeai5wpEbGdrcN5Y29ycA	Budda	Buddha
Mx4rtzU2QHS5EdaAAACgyZzFrg	Byk	Taurus-TheSign
Mx4rvVi2CpwpEbGdrcN5Y29ycA	Chińczyk	ChinesePerson
Mx4rvwss9ZwpEbGdrcN5Y29ycA	Chińskie Święto Narodowe	NationalDay-China
Mx4rvqCUxZwpEbGdrcN5Y29ycA	Cieśnina Gibraltarska	StraitOfGibraltar
Mx4rvViOu5wpEbGdrcN5Y29ycA	Cieśnina Tatarska	TatarStrait
Mx4rvViCj5wpEbGdrcN5Y29ycA	Czad	Chad
Mx4rwKMflpwpEbGdrcN5Y29ycA	Czerwony Krzyż	RedCrossSociety-National
Mx4rvWXHLJwpEbGdrcN5Y29ycA	DNA	DNAStuff
Mx4rwTBe8pwpEbGdrcN5Y29ycA	Dalmatyńczyk	Dalmatian
Mx4rwOjLnZwpEbGdrcN5Y29ycA	Dekalog	TheTenCommandments
Mx4rwBGmT5wpEbGdrcN5Y29ycA	Demokryt	Democritus
Mx4r03x-HC_9Qded39fSZHtaSQ	Departament Bezpieczeństwa Krajowego Stanów Zjednoczonych	USDepartmentOfHomelandSecurity
Mx4rvdSwLJwpEbGdrcN5Y29ycA	Departament Edukacji Stanów Zjednoczonych	USDepartmentOfEducation
Mx4rwCariJwpEbGdrcN5Y29ycA	Departament Energii Stanów Zjednoczonych	USDepartmentOfEnergy
Mx4rvYC3r5wpEbGdrcN5Y29ycA	Departament Pracy Stanów Zjednoczonych	USDepartmentOfLabor
Mx4rv2A78JwpEbGdrcN5Y29ycA	Departament Rolnictwa Stanów Zjednoczonych	USDepartmentOfAgriculture
Mx4rwQw2t5wpEbGdrcN5Y29ycA	Departament Spraw Weteranów Stanów Zjednoczonych	USVeteransAffairsDepartment
Mx4rvWWE7ZwpEbGdrcN5Y29ycA	Departament Sprawiedliwości Stanów Zjednoczonych	USDepartmentOfJustice
Mx4rvXeGY5wpEbGdrcN5Y29ycA	Departament Stanu Stanów Zjednoczonych	USStateDepartment
Mx4rvX1ydZwpEbGdrcN5Y29ycA	Departament Transportu Stanów Zjednoczonych	USDepartmentOfTransportation
Mx4rvnJgUJwpEbGdrcN5Y29ycA	Departament Urbanizacji Stanów Zjednoczonych	USDepartmentOfHousingAndUrbanDevelopment
Mx4rvq0-fZwpEbGdrcN5Y29ycA	Departament Zasobów Wewnętrznych Stanów Zjednoczonych	USDepartmentOfTheInterior
Mx4rvVj6DpwpEbGdrcN5Y29ycA	Dolina śmierci	DeathValley
Mx4rwP99uZwpEbGdrcN5Y29ycA	Droga Mleczna	MilkyWay-Galaxy
Mx4rvjkC0ZwpEbGdrcN5Y29ycA	Duch Święty	GodTheHolyGhost
Mx4rvVjGDpwpEbGdrcN5Y29ycA	Dunaj	DanubeRiver
Mx4rv89t05wpEbGdrcN5Y29ycA	Dzieje Apostolskie	Acts-BookOfBible
Mx4rvVjf35wpEbGdrcN5Y29ycA	Dzień Matki	MothersDay
Mx4rvViXF5wpEbGdrcN5Y29ycA	Dzień Niepodległości	IndependenceDay-US
Mx4rvVjfmZwpEbGdrcN5Y29ycA	Dzień Ojca	FathersDay
Mx4rGgJ7EBRIEdeHvwADR6QijQ	Dzień Weteranów	VeteransDay-US
Mx4rwFXe05wpEbGdrcN5Y29ycA	Dzień świętego Patryka	SaintPatricksDay
Mx4rwVNmMZwpEbGdrcN5Y29ycA	Europejska Agencja Kosmiczna	EuropeanSpaceAgency
Mx4rwIzngJwpEbGdrcN5Y29ycA	Europejska Komisja Gospodarcza	EconomicCommissionForEurope
Mx4rv7viC5wpEbGdrcN5Y29ycA	Europejski Bank Inwestycyjny	EuropeanInvestmentBank
Mx4rvdSC75wpEbGdrcN5Y29ycA	Europejskie Stowarzyszenie Wolnego Handlu	EuropeanFreeTradeAssociation
Mx4rwQ9mv5wpEbGdrcN5Y29ycA	Ewangelia	FourGospels
Mx4rvl8bb5wpEbGdrcN5Y29ycA	Ewangelia Tomasza	Thomas-BookOfBible
Mx4rv2t1sZwpEbGdrcN5Y29ycA	Federalna Administracja Lotnictwa	FederalAviationAdministration
Mx4rwTk1upwpEbGdrcN5Y29ycA	Federalna Agencja Zarządzania Kryzysowego	FederalEmergencyManagementAgency
Mx4rv-WdaZwpEbGdrcN5Y29ycA	Federalna Komisja Handlu	FederalTradeCommission
Mx4rviTbqZwpEbGdrcN5Y29ycA	Federalna Komisja łączności	FederalCommunicationsCommission
Mx4rvWJE0JwpEbGdrcN5Y29ycA	Federalne Biuro Śledcze	FederalBureauOfInvestigation
Mx4rvVjoeJwpEbGdrcN5Y29ycA	Filipinka	PhilippinesPerson
Mx4rvVjoeJwpEbGdrcN5Y29ycA	Filipińczyk	PhilippinesPerson
Mx4rvoX6XpwpEbGdrcN5Y29ycA	Gaja	Gaia-TheGoddess
Mx4rvVjtd5wpEbGdrcN5Y29ycA	Genua	CityOfGenoaItaly
Mx4rvWzBoJwpEbGdrcN5Y29ycA	Gwardia Republikańska	RepublicanGuard
Mx4rvpET7pwpEbGdrcN5Y29ycA	Hades	Hades-TheGod
Mx4rvVjQFJwpEbGdrcN5Y29ycA	Hawana	CityOfHavanaCuba
Mx4rvfjaA5wpEbGdrcN5Y29ycA	Hera	Hera-TheGoddess
Mx4rwNhXFJwpEbGdrcN5Y29ycA	Hermes	Hermes-TheGod
Mx4rvZdvMJwpEbGdrcN5Y29ycA	I	LatinCapitalLetterI
Mx4rvX_QiJwpEbGdrcN5Y29ycA	Ichor	Ichor
Mx4rvVnZe5wpEbGdrcN5Y29ycA	Internet	Internet
Mx4rmZH2RMsWEdmAAAACs6hRjg	Irokez	Iroquois-EthnicGroupOfNewWorldNatives
Mx4r4hoYFMbWQdiQm7__4Ry59Q	Japońska Partia Komunistyczna	JapaneseCommunistParty
Mx4rvVjiwZwpEbGdrcN5Y29ycA	Jawa	JavaIsland-Indonesia
Mx4rvViJzZwpEbGdrcN5Y29ycA	Jersey	Jersey-Island
Mx4rvVjK4JwpEbGdrcN5Y29ycA	Jezioro Górne	LakeSuperior
Mx4rvVkBSpwpEbGdrcN5Y29ycA	Jupiter	PlanetJupiter
Mx4rwF2Pc5wpEbGdrcN5Y29ycA	Kabała	Kabbalah
Mx4rvVjT8JwpEbGdrcN5Y29ycA	Kabul	CityOfKabulAfghanistan
Mx4rvVimZ5wpEbGdrcN5Y29ycA	Kanada	Canada
Mx4rvVjQUpwpEbGdrcN5Y29ycA	Kaukaz	Caucasus-Mountains
Mx4rwH0G-JwpEbGdrcN5Y29ycA	Kaukaz	Caucasus-Region
Mx4rwRidQpwpEbGdrcN5Y29ycA	Kent	Kent-CountyEngland
Mx4rv4uLmpwpEbGdrcN5Y29ycA	Kleopatra	Cleopatra-HistoricPerson
Mx4rS1HHWrvXEdmAAAACs6hRjg	Kodeks Stanów Zjednoczonych	UnitedStatesCode
Mx4rR-Ok0SsyEdiaugAH6RYvVQ	Kolombina	Columbine
Mx4rvVjrBJwpEbGdrcN5Y29ycA	Kolonia	CityOfCologneGermany
Mx4rvViMqZwpEbGdrcN5Y29ycA	Kolorado	Colorado-State
Mx4rwP1W2JwpEbGdrcN5Y29ycA	Kongres Stanów Zjednoczonych	USCongress
Mx4rvy_ifZwpEbGdrcN5Y29ycA	Konstytucja Stanów Zjednoczonych	USConstitution
Mx4rjcq6Gi8VQdiBxdj0j00VRA	Koran	Koran
Mx4rwP389JwpEbGdrcN5Y29ycA	Korpus Piechoty Morskiej Stanów Zjednoczonych	UnitedStatesMarineCorps
Mx4rie_HDnS-EdaAAACgyZzFrg	Koziorożec	Capricorn-TheSign
Mx4rwQBxlZwpEbGdrcN5Y29ycA	Kościół Rzymskokatolicki	RomanCatholicChurch
Mx4rwB1M_JwpEbGdrcN5Y29ycA	Księga Kapłańska	Leviticus-BookOfBible
Mx4rvXAwSZwpEbGdrcN5Y29ycA	Księga Liczb	Numbers-BookOfBible
Mx4rwSBIrJwpEbGdrcN5Y29ycA	Księga Objawienia	Revelation-BookOfBible
Mx4rwPzAQ5wpEbGdrcN5Y29ycA	Księga Powtórzonego Prawa	Deuteronomy-BookOfBible
Mx4rv6u4KJwpEbGdrcN5Y29ycA	Księga Przysłów	Proverbs-BookOfBible
Mx4rwNnWQJwpEbGdrcN5Y29ycA	Księga Rodzaju	Genesis-BookOfBible
Mx4rvZhRVpwpEbGdrcN5Y29ycA	Księga Rut	Ruth-BookOfBible
Mx4rvcdAwZwpEbGdrcN5Y29ycA	Księga Sędziów	Judges-BookOfBible
Mx4rvWbRuZwpEbGdrcN5Y29ycA	Księga Wyjścia	Exodus-BookOfBible
Mx4rvVjWEZwpEbGdrcN5Y29ycA	Księżyc	MoonOfEarth
Mx4rvfIfQZwpEbGdrcN5Y29ycA	Kupidyn	Cupid
Mx4rD3pfwnS8EdaAAACgyZzFrg	Lew	Leo-TheSign
Mx4rvViH_pwpEbGdrcN5Y29ycA	Liberia	Liberia
Mx4rvViORZwpEbGdrcN5Y29ycA	Madera	MadeiraRiver
Mx4rvWV5z5wpEbGdrcN5Y29ycA	Madera	Madeira-AutonomousRegion
Mx4rvVix0JwpEbGdrcN5Y29ycA	Manila	CityOfManilaPhilippines
Mx4rvVkBi5wpEbGdrcN5Y29ycA	Mars	PlanetMars
Mx4rvVin5ZwpEbGdrcN5Y29ycA	Marsylia	CityOfMarseilleFrance
Mx4rvrwX95wpEbGdrcN5Y29ycA	Mała Niedźwiedzica	UrsaMinor-Constellation
Mx4rvVi7x5wpEbGdrcN5Y29ycA	Minorka	Minorca-Island
Mx4rvj5Ro5wpEbGdrcN5Y29ycA	Mistrzostwa Świata	WorldSeries
Mx4rvW1amJwpEbGdrcN5Y29ycA	Międzynarodowa Agencja Energetyczna	InternationalEnergyAgency
Mx4rvk5wBpwpEbGdrcN5Y29ycA	Międzynarodowa Agencja Energii Atomowej	InternationalAtomicEnergyAgency
Mx4rvvziNZwpEbGdrcN5Y29ycA	Międzynarodowa Komisja Wielorybnictwa	InternationalWhalingCommission
Mx4rv-HQaZwpEbGdrcN5Y29ycA	Międzynarodowa Organizacja Hydrograficzna	InternationalHydrographicOrganization
Mx4rwMUOapwpEbGdrcN5Y29ycA	Międzynarodowa Organizacja Morska	InternationalMaritimeOrganization
Mx4rv9rksZwpEbGdrcN5Y29ycA	Międzynarodowa Organizacja Normalizacyjna	InternationalOrganizationForStandardization
Mx4rwMekTZwpEbGdrcN5Y29ycA	Międzynarodowa Organizacja Pracy	InternationalLaborOrganization
Mx4rwE2zzJwpEbGdrcN5Y29ycA	Międzynarodowa Stacja Kosmiczna	InternationalSpaceStation
Mx4rvvWXjZwpEbGdrcN5Y29ycA	Międzynarodowy Fundusz Walutowy	InternationalMonetaryFund
Mx4rvVjWZZwpEbGdrcN5Y29ycA	Międzynarodowy Komitet Olimpijski	InternationalOlympicCommittee
Mx4rwQDxNJwpEbGdrcN5Y29ycA	Międzynarodowy Związek Telekomunikacyjny	InternationalTelecommunicationUnion
Mx4rKW2VfMsVEdmAAAACs6hRjg	Modlitwa Pańska	LordsPrayer
Mx4rvVis2JwpEbGdrcN5Y29ycA	Morze Adriatyckie	AdriaticSea
Mx4rvVjBHpwpEbGdrcN5Y29ycA	Morze Arabskie	ArabianSea
Mx4rvViTGZwpEbGdrcN5Y29ycA	Morze Bałtyckie	BalticSea
Mx4rvZH5E5wpEbGdrcN5Y29ycA	Morze Białe	WhiteSea
Mx4rvVirjJwpEbGdrcN5Y29ycA	Morze Czarne	BlackSea
Mx4rvVi0_5wpEbGdrcN5Y29ycA	Morze Czerwone	RedSea
Mx4rvVi-B5wpEbGdrcN5Y29ycA	Morze Egejskie	AegeanSea
Mx4rvVjr-pwpEbGdrcN5Y29ycA	Morze Irlandzkie	IrishSea
Mx4rvVjq85wpEbGdrcN5Y29ycA	Morze Japońskie	SeaOfJapan
Mx4rvViDaJwpEbGdrcN5Y29ycA	Morze Jońskie	IonianSea
Mx4rvViXy5wpEbGdrcN5Y29ycA	Morze Karaibskie	CaribbeanSea
Mx4rvVjQE5wpEbGdrcN5Y29ycA	Morze Kaspijskie	CaspianSea
Mx4rvVjqb5wpEbGdrcN5Y29ycA	Morze Koralowe	CoralSea
Mx4rvVjrGJwpEbGdrcN5Y29ycA	Morze Martwe	DeadSea
Mx4rvViIJ5wpEbGdrcN5Y29ycA	Morze Północne	NorthSea
Mx4rvVjs6pwpEbGdrcN5Y29ycA	Morze Śródziemne	MediterraneanSea
Mx4rvVkFl5wpEbGdrcN5Y29ycA	Morze Żółte	YellowSea
Mx4rwBel5p9aQdeFkN6n60rVOA	Narodowe Muzeum Historii Amerykańskiej	NationalMuseumOfAmericanHistory-Organization
Mx4rx8_BEJ9aQdeDufuobkx_HQ	Narodowe Muzeum Historii Naturalnej	NationalMuseumOfNaturalHistory-Organization
Mx4rwSKlZpwpEbGdrcN5Y29ycA	Neptun	Poseidon-TheGod
Mx4rvVkAhJwpEbGdrcN5Y29ycA	Neptun	PlanetNeptune
Mx4rvVkMGZwpEbGdrcN5Y29ycA	Niemiec	GermanPerson
Mx4rvVi1xpwpEbGdrcN5Y29ycA	Nil	NileRiver
Mx4rvVioS5wpEbGdrcN5Y29ycA	Nowa Kaledonia	NewCaledonia-Island
Mx4rvVi4dJwpEbGdrcN5Y29ycA	Nowy Rok	NewYearsDay
Mx4rwTm9f5wpEbGdrcN5Y29ycA	Nowy Testament	NewTestament
Mx4rwPfj35wpEbGdrcN5Y29ycA	Objawienie Pańskie	Epiphany-TheDay
Mx4rvVjIeZwpEbGdrcN5Y29ycA	Ocean Arktyczny	ArcticOcean
Mx4rvVkB0pwpEbGdrcN5Y29ycA	Ocean Atlantycki	AtlanticOcean
Mx4rvViH35wpEbGdrcN5Y29ycA	Ocean Indyjski	IndianOcean
Mx4rvVjgu5wpEbGdrcN5Y29ycA	Ocean Spokojny	PacificOcean
Mx4rvVjAR5wpEbGdrcN5Y29ycA	Odra	OderRiver
Mx4rvVkMCpwpEbGdrcN5Y29ycA	Olimp	MountOlympus
Mx4rvViG1ZwpEbGdrcN5Y29ycA	Oman	Oman
Mx4rvVkL9pwpEbGdrcN5Y29ycA	Organizacja Jedności Afrykańskiej	OrganizationOfAfricanUnity
Mx4rvVkMNpwpEbGdrcN5Y29ycA	Organizacja Narodów Zjednoczonych	UnitedNationsOrganization
Mx4rwLAXvZwpEbGdrcN5Y29ycA	Organizacja Współpracy Gospodarczej	EconomicCooperationOrganization
Mx4rven9fZwpEbGdrcN5Y29ycA	Owidiusz	Ovid-ThePoet
Mx4rvVkGE5wpEbGdrcN5Y29ycA	Panama	Panama
Mx4rotL4BHS5EdaAAACgyZzFrg	Panna	Virgo-TheSign
Mx4rv2PbsJwpEbGdrcN5Y29ycA	Panna	Virgo-Constellation
Mx4rwC03FpwpEbGdrcN5Y29ycA	Panteon	Pantheon-Rome
Mx4rvsXQLpwpEbGdrcN5Y29ycA	Panteon	Pantheon-Paris
Mx4rPn-jPo2jQdid8_uJm5y7pw	Partia Konserwatywna	ConservativeParty-UK
Mx4rvmRpH5wpEbGdrcN5Y29ycA	Partia Zielonych	GreenParty-Ecological
Mx4rwFIK6ZwpEbGdrcN5Y29ycA	Pascha	PassoverHoliday
Mx4rvWZ3NJwpEbGdrcN5Y29ycA	Pegaz	Pegasus-Constellation
Mx4rv7UWt5wpEbGdrcN5Y29ycA	Pieśń nad pieśniami	SongOfSolomon-BookOfBible
Mx4rwPJozpwpEbGdrcN5Y29ycA	Pitagoras	Pythagoras
Mx4rwH88rZwpEbGdrcN5Y29ycA	Pięcioksiąg	Pentateuch
Mx4rvViJX5wpEbGdrcN5Y29ycA	Platon	Plato
Mx4rvVjS-pwpEbGdrcN5Y29ycA	Pluton	PlanetPluto
Mx4rvVibJJwpEbGdrcN5Y29ycA	Postawa sportowa	SportsCodeOfConduct
Mx4rtsMDprZVQdiPRPbVV4Pt4Q	Program Kooperatywnego Zmniejszania Zagrożeń	CooperativeThreatReduction
Mx4rvfOJT5wpEbGdrcN5Y29ycA	Puchar Świata	WorldCupCompetition
Mx4rwF_boJwpEbGdrcN5Y29ycA	Pustynia Arabska	ArabianDesert
Mx4rvt2yp5wpEbGdrcN5Y29ycA	Pustynia Wielkiej Kotliny	GreatBasinDesert
Mx4rEYRqRLEoEdaAAAACs6MxSQ	Puszcza Amazońska	AmazonRainForest
Mx4rvVjt7JwpEbGdrcN5Y29ycA	Półwysep Arabski	ArabianPeninsula
Mx4rvnUtApwpEbGdrcN5Y29ycA	Półwysep Iberyjski	IberianPeninsula
Mx4rvphLrJwpEbGdrcN5Y29ycA	Półwysep Koreański	KoreanPeninsula
Mx4rvViQLZwpEbGdrcN5Y29ycA	Półwysep Malajski	MalayPeninsula
Mx4rBFyclnTAEdaAAACgyZzFrg	Rak	Cancer-TheSign
Mx4rvtlwa5wpEbGdrcN5Y29ycA	Rak	Cancer-Constellation
Mx4rvViQj5wpEbGdrcN5Y29ycA	Ren	RhineRiver
Mx4rvViNwZwpEbGdrcN5Y29ycA	Rumun	RomanianPerson
Mx4rvVj1cZwpEbGdrcN5Y29ycA	Rzeka Niewolnicza	SlaveRiver
Mx4rvVjyL5wpEbGdrcN5Y29ycA	Siły Powietrzne Stanów Zjednoczonych	UnitedStatesAirForce
Mx4rv2KIRpwpEbGdrcN5Y29ycA	Stary Testament	OldTestament
Mx4rvgEMDZwpEbGdrcN5Y29ycA	Statua Wolności	StatueOfLiberty
Mx4r41fhZi6kEdqAAACQJw5drg	Straż Obywatelska	GuardiaCivil-Spain
Mx4rwQw1k5wpEbGdrcN5Y29ycA	Straż Wybrzeża Stanów Zjednoczonych	UnitedStatesCoastGuard
Mx4rTlQn9nS7EdaAAACgyZzFrg	Strzelec	Sagittarius-TheSign
Mx4rv4Pa-5wpEbGdrcN5Y29ycA	Strzelec	Sagittarius-Constellation
Mx4rvVi3t5wpEbGdrcN5Y29ycA	Sylwester	NewYearsEveDay
Mx4rwB3Uv5wpEbGdrcN5Y29ycA	Syn Boży	GodTheSon
Mx4rvnC9xpwpEbGdrcN5Y29ycA	System Informacji Geograficznej	GeographicInformationSystem
Mx4rvct-4JwpEbGdrcN5Y29ycA	System Rezerwy Federalnej	FederalReserveSystem
Mx4rwIaSyZwpEbGdrcN5Y29ycA	Szatan	Satan
Mx4rlxNJlmKqEdqAAAACs71DGQ	Słońce	Sun
Mx4rODJlRhAwEdqAAAACs0x8nw	Służba Parków Narodowych	NationalParkService
Mx4rvVkBk5wpEbGdrcN5Y29ycA	Teksas	Texas-State
Mx4rvVkBB5wpEbGdrcN5Y29ycA	Teneryfa	Tenerife-Island
Mx4rwRbQbpwpEbGdrcN5Y29ycA	Tybet	Tibet
Mx4rv9xMvZwpEbGdrcN5Y29ycA	Układ o nierozprzestrzenianiu broni jądrowej	NuclearNonProliferationTreaty
Mx4rvVjoipwpEbGdrcN5Y29ycA	Ural	UralMountains
Mx4rvViUVpwpEbGdrcN5Y29ycA	Ural	UralRiver
Mx4rvVkAx5wpEbGdrcN5Y29ycA	Uran	PlanetUranus
Mx4rwH-Q-JwpEbGdrcN5Y29ycA	Uran	Uranus-TheGod
Mx4rvwcMaJwpEbGdrcN5Y29ycA	Waga	Libra-Constellation
Mx4rvVjRGpwpEbGdrcN5Y29ycA	Warszawa	CityOfWarsawPoland
Mx4rvVjR-pwpEbGdrcN5Y29ycA	Wenus	PlanetVenus
Mx4rv4DZo5wpEbGdrcN5Y29ycA	Wersal	VersaillesPalace
Mx4rvVjqupwpEbGdrcN5Y29ycA	Wewnętrzne Morze Japońskie	InlandSeaOfJapan
Mx4rwDl_RpwpEbGdrcN5Y29ycA	Wielka Niedźwiedzica	UrsaMajor-Constellation
Mx4rwTASspwpEbGdrcN5Y29ycA	Wielka Pustynia Piaszczysta	GreatSandyDesert
Mx4rvr5ZE5wpEbGdrcN5Y29ycA	Wielka Rafa Koralowa	GreatBarrierReef
Mx4rvVirFZwpEbGdrcN5Y29ycA	Wielkanoc	EasterHoliday
Mx4rwOWuZJwpEbGdrcN5Y29ycA	Wielki Kanion	GrandCanyon-Place
Mx4rvpW7d5wpEbGdrcN5Y29ycA	Wielki Post	Lent
Mx4rvViq6ZwpEbGdrcN5Y29ycA	Wielki Wybuch	TheBigBang
Mx4rvVi4Y5wpEbGdrcN5Y29ycA	Wielkie Jezioro Niedźwiedzie	GreatBearLake
Mx4rvVkCWZwpEbGdrcN5Y29ycA	Wielkie Jezioro Niewolnicze	GreatSlaveLake
Mx4rvVi34pwpEbGdrcN5Y29ycA	Wielkie Jezioro Słone	GreatSaltLake
Mx4rwED0w5wpEbGdrcN5Y29ycA	Wiking	Viking-CultureType
Mx4rvdNWaZwpEbGdrcN5Y29ycA	Wiktoria	Victoria-StateAustralia
Mx4rvciqx5wpEbGdrcN5Y29ycA	Wisła	VistulaRiver
Mx4rjcrqxHS6EdaAAACgyZzFrg	Wodnik	Aquarius-TheSign
Mx4rv6p7XpwpEbGdrcN5Y29ycA	Wodnik	Aquarius-Constellation
Mx4rvViwxJwpEbGdrcN5Y29ycA	Wołga	VolgaRiver
Mx4rvVjvApwpEbGdrcN5Y29ycA	Wyspa Bożego Narodzenia	ChristmasIsland-Kiribati
Mx4rvVjTqJwpEbGdrcN5Y29ycA	Węgierka	HungarianPerson
Mx4rvVisVJwpEbGdrcN5Y29ycA	Włoch	ItalianPerson
Mx4rwBJHVpwpEbGdrcN5Y29ycA	Zakon Templariuszy	KnightsTemplar-Organization
Mx4rvVjrW5wpEbGdrcN5Y29ycA	Zatoka Adeńska	GulfOfAden
Mx4rvVjtDJwpEbGdrcN5Y29ycA	Zatoka Bengalska	BayOfBengal
Mx4rvVii7ZwpEbGdrcN5Y29ycA	Zatoka Biskajska	BayOfBiscay
Mx4rvVjtUJwpEbGdrcN5Y29ycA	Zatoka Gdańska	BayOfDanzig
Mx4rvVjqupwpEbGdrcN5Y29ycA	Zatoka Gwinejska	InlandSeaOfJapan
Mx4rvViu-pwpEbGdrcN5Y29ycA	Zatoka Gwinejska	GulfOfGuinea
Mx4rvVkC2pwpEbGdrcN5Y29ycA	Zatoka Kalifornijska	GulfOfCalifornia
Mx4rvVkLxpwpEbGdrcN5Y29ycA	Zatoka Koryncka	GulfOfCorinth
Mx4rvVkIhZwpEbGdrcN5Y29ycA	Zatoka Meksykańska	GulfOfMexico
Mx4rvVjsY5wpEbGdrcN5Y29ycA	Zatoka Perska	PersianGulf
Mx4rMm5p9CxQQdidSKaG-sYNBw	Zbawiciel	Savior
Mx4rvVjrRpwpEbGdrcN5Y29ycA	Zeus	Zeus
Mx4rvVkL_pwpEbGdrcN5Y29ycA	Ziemia	PlanetEarth
Mx4rvViRHZwpEbGdrcN5Y29ycA	abażur	LampShade
Mx4rBZ7CSpnAEdqAAAACs6hRXg	abdukcja	AbductiveInferenceProcess
Mx4riAFSZrggEdmAAAACs6hRjg	abdykowanie	Abdicating
Mx4rWVUQ8O2EEdyAAAACs6hbjw	abisal	AbyssalZone
Mx4rvVi2s5wpEbGdrcN5Y29ycA	ablacja	Ablation
Mx4rv0ZsHpwpEbGdrcN5Y29ycA	abolicjonizm	Abolitionism
Mx4rwP1qEpwpEbGdrcN5Y29ycA	aborcja	Abortion-Intentional
Mx4rVH_kDt8WQdiDhP6p9C5Hag	absolwent szkoły średniej	HighSchoolGraduateLevel
Mx4rvViENpwpEbGdrcN5Y29ycA	absorbowanie	AbsorptionEvent
Mx4r0EwZ9r8aEdmAAAACs6hRjg	abstrakcja	ConceptualAbstraction
Mx4rHusyzjAdQdiPM5DX_mhpQA	abstynencja	Abstinence
Mx4rvvabn5wpEbGdrcN5Y29ycA	absynt	Absinthe
Mx4rK82dDuzrQdaYcJZo3AyEcg	aceton	Acetone
Mx4ry_OHpmoLQdeFJOb7yD-p1g	acetylen	Acetylene
Mx4rwQCGx5wpEbGdrcN5Y29ycA	achtersztag	Backstay
Mx4rvtXKWZwpEbGdrcN5Y29ycA	acykliczny graf skierowany	DirectedAcyclicGraph
Mx4rPXK7mp7HQdiWp-u8Px_9IQ	acyklowir	Acyclovir
Mx4rv99KgZwpEbGdrcN5Y29ycA	adamsyt	Adamsite
Mx4rz8Y1HDAEQdieyelU0gk2PQ	adaptacja	Adaptation
Mx4rvVjbu5wpEbGdrcN5Y29ycA	adapter	RecordPlayer
Mx4rwQ0dEJwpEbGdrcN5Y29ycA	adapter kabla zasilającego	PowerCordAdapter
Mx4rvc_d_JwpEbGdrcN5Y29ycA	adenina	Adenine-Base
